id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
DOG_037,Hearty Pork Loin & Oatmeal Bowl,Dog,Baby,"Pork Loin, Oatmeal, Broccoli, Green Beans, Flaxseed Oil","174g, 74g, 75g, 48g, 14g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Green Beans) so they are easily digestible. | Mix the cooked Pork Loin, Oatmeal, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",227,16.2,11.4,14.9,"Vitamin E, Thiamine, Vitamin A, Vitamin B12","Zinc, Selenium",15 mins,Easy,"Senior Pet, High Protein","Senior Pet Support, High Protein Support",https://pawfeed.ai/recipes/dog-hearty-pork-loin-and-oatmeal-bowl
DOG_038,Nutrient-Rich Tofu & Pumpkin Puree Puree topper,Dog,Baby,"Tofu, Pumpkin Puree, Broccoli, Coconut Oil","157g, 80g, 46g, 9g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli) so they are easily digestible. | Mix the cooked Tofu, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",80,5.0,5.8,3.9,"Vitamin C, Vitamin A, Vitamin D3","Calcium, Phosphorus, Manganese",30 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/dog-nutrient-rich-tofu-and-pumpkin-puree-puree-topper
DOG_039,Slow-Cooked Tofu & Pumpkin Puree Bowl,Dog,Baby,"Tofu, Pumpkin Puree, Broccoli, Green Beans, Olive Oil","133g, 54g, 72g, 38g, 10g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Green Beans) so they are easily digestible. | Mix the cooked Tofu, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",78,4.5,5.5,4.5,"Thiamine, Folic Acid","Zinc, Potassium, Magnesium, Copper",30 mins,Easy,"Puppy/Kitten, General Wellness","Puppy/Kitten Support, General Wellness Support",https://pawfeed.ai/recipes/dog-slow-cooked-tofu-and-pumpkin-puree-bowl
DOG_040,Homestyle Tofu & Brown Rice Loaf,Dog,Senior,"Tofu, Brown Rice, Green Beans, Celery, Flaxseed Oil","233g, 108g, 61g, 42g, 15g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Celery) so they are easily digestible. | Mix the cooked Tofu, Brown Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",99,5.0,6.0,7.6,"Riboflavin, Vitamin A","Copper, Calcium, Manganese",15 mins,Medium,"High Protein, Weight Management","High Protein Support, Weight Management Support",https://pawfeed.ai/recipes/dog-homestyle-tofu-and-brown-rice-loaf
DOG_041,Fresh & Healthy Lamb Lean & Barley Mash,Dog,Baby,"Lamb Lean, Barley, Zucchini, Green Beans, Peas, Olive Oil","228g, 54g, 49g, 41g, 44g, 5g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Green Beans, Peas) so they are easily digestible. | Mix the cooked Lamb Lean, Barley, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",226,16.0,13.0,11.9,"Vitamin D3, Thiamine","Zinc, Selenium, Manganese",20 mins,Medium,"Joint Health, Skin & Coat","Joint Health Support, Skin & Coat Support",https://pawfeed.ai/recipes/dog-fresh-and-healthy-lamb-lean-and-barley-mash
DOG_042,Wholesome Tofu & White Rice Casserole,Dog,Adult,"Tofu, White Rice, Zucchini, Olive Oil","146g, 123g, 61g, 14g","Thoroughly cook the Tofu in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Tofu, White Rice, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",118,4.6,6.3,11.4,"Folic Acid, Vitamin E, Vitamin D3","Calcium, Zinc",30 mins,Easy,"Puppy/Kitten, Digestive Health","Puppy/Kitten Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-wholesome-tofu-and-white-rice-casserole
DOG_043,Homestyle Pork Loin & Sweet Potato Bake,Dog,Adult,"Pork Loin, Sweet Potato, Spinach, Celery, Coconut Oil","190g, 87g, 65g, 64g, 13g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Celery) so they are easily digestible. | Mix the cooked Pork Loin, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",160,13.1,9.6,5.2,"Vitamin A, Vitamin E, Niacin, Vitamin B12","Magnesium, Copper, Manganese, Calcium",15 mins,Easy,"Joint Health, Senior Pet","Joint Health Support, Senior Pet Support",https://pawfeed.ai/recipes/dog-homestyle-pork-loin-and-sweet-potato-bake
DOG_044,Slow-Cooked Turkey Breast & Barley Puree topper,Dog,Adult,"Turkey Breast, Barley, Carrots, Coconut Oil","126g, 103g, 22g, 13g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots) so they are easily digestible. | Mix the cooked Turkey Breast, Barley, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",248,19.3,6.6,29.3,"Vitamin C, Vitamin E","Copper, Magnesium, Zinc",25 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-slow-cooked-turkey-breast-and-barley-puree-topper
DOG_045,Savory Venison & Oatmeal Casserole,Dog,Adult,"Venison, Oatmeal, Carrots, Celery, Olive Oil","230g, 104g, 63g, 51g, 15g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Oatmeal by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Celery) so they are easily digestible. | Mix the cooked Venison, Oatmeal, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",198,18.9,6.3,16.5,"Thiamine, Vitamin D3, Riboflavin","Magnesium, Selenium, Potassium, Copper",20 mins,Medium,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/dog-savory-venison-and-oatmeal-casserole
DOG_046,Nutrient-Rich Beef Lean & Sweet Potato Loaf,Dog,Adult,"Beef Lean, Sweet Potato, Green Beans, Broccoli, Spinach, Olive Oil","227g, 61g, 66g, 45g, 43g, 6g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Broccoli, Spinach) so they are easily digestible. | Mix the cooked Beef Lean, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",160,14.2,9.1,4.8,"Vitamin D3, Thiamine","Calcium, Phosphorus, Manganese",30 mins,Medium,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-nutrient-rich-beef-lean-and-sweet-potato-loaf
DOG_047,Nutrient-Rich Egg & Sweet Potato Bite-Sized Dinner,Dog,Baby,"Egg, Sweet Potato, Celery, Carrots, Peas, Salmon Oil","175g, 52g, 36g, 66g, 71g, 9g","Thoroughly cook the Egg in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Celery, Carrots, Peas) so they are easily digestible. | Mix the cooked Egg, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",119,6.9,7.0,7.3,"Vitamin B12, Riboflavin","Calcium, Manganese, Iron, Selenium",15 mins,Easy,"High Protein, Senior Pet","High Protein Support, Senior Pet Support",https://pawfeed.ai/recipes/dog-nutrient-rich-egg-and-sweet-potato-bite-sized-dinner
DOG_048,Premium Beef Lean & Sweet Potato Stew,Dog,Adult,"Beef Lean, Sweet Potato, Spinach, Salmon Oil","167g, 136g, 22g, 6g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Beef Lean, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",179,14.0,9.4,8.5,"Vitamin D3, Thiamine, Folic Acid, Niacin","Manganese, Iron, Calcium, Selenium",15 mins,Easy,"Weight Management, Digestive Health","Weight Management Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-premium-beef-lean-and-sweet-potato-stew
DOG_049,Hearty Pork Loin & Brown Rice Skillet Mix,Dog,Baby,"Pork Loin, Brown Rice, Spinach, Salmon Oil","116g, 123g, 80g, 15g","Thoroughly cook the Pork Loin in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Pork Loin, Brown Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",171,11.0,9.8,9.3,"Riboflavin, Vitamin B12, Folic Acid, Vitamin D3","Phosphorus, Copper",25 mins,Medium,"High Protein, Digestive Health","High Protein Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-hearty-pork-loin-and-brown-rice-skillet-mix
DOG_050,Savory Venison & Barley Stew,Dog,Senior,"Venison, Barley, Peas, Celery, Flaxseed Oil","149g, 94g, 30g, 65g, 5g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Peas, Celery) so they are easily digestible. | Mix the cooked Venison, Barley, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",185,17.1,3.5,21.8,"Vitamin B12, Vitamin E, Niacin, Folic Acid","Phosphorus, Iron",25 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/dog-savory-venison-and-barley-stew
DOG_051,Savory Turkey Breast & Sweet Potato Casserole,Dog,Adult,"Turkey Breast, Sweet Potato, Zucchini, Spinach, Peas, Salmon Oil","140g, 112g, 77g, 22g, 79g, 9g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Spinach, Peas) so they are easily digestible. | Mix the cooked Turkey Breast, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",102,11.3,2.7,8.3,"Niacin, Vitamin A, Folic Acid, Thiamine","Manganese, Iron",30 mins,Easy,"Joint Health, Puppy/Kitten","Joint Health Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/dog-savory-turkey-breast-and-sweet-potato-casserole
DOG_052,Wholesome Cod Fillet & Sweet Potato Puree topper,Dog,Adult,"Cod Fillet, Sweet Potato, Spinach, Salmon Oil","200g, 55g, 62g, 15g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Sweet Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach) so they are easily digestible. | Mix the cooked Cod Fillet, Sweet Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",109,11.7,5.0,4.0,"Vitamin E, Vitamin C, Vitamin D3, Vitamin B12","Iron, Calcium, Copper",25 mins,Medium,High Protein,High Protein Support,https://pawfeed.ai/recipes/dog-wholesome-cod-fillet-and-sweet-potato-puree-topper
DOG_053,Hearty Venison & Quinoa Mash,Dog,Baby,"Venison, Quinoa, Zucchini, Coconut Oil","186g, 87g, 36g, 12g","Thoroughly cook the Venison in a pan until fully cooked through. | Prepare the Quinoa by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini) so they are easily digestible. | Mix the cooked Venison, Quinoa, and vegetables together in a large bowl. | Drizzle with Coconut Oil and let the mixture cool completely before serving.",154,18.7,6.0,6.0,"Vitamin C, Vitamin B12","Phosphorus, Zinc, Magnesium, Iron",15 mins,Easy,"General Wellness, Puppy/Kitten","General Wellness Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/dog-hearty-venison-and-quinoa-mash
DOG_054,Premium Beef Lean & Pumpkin Puree Bite-Sized Dinner,Dog,Baby,"Beef Lean, Pumpkin Puree, Zucchini, Carrots, Celery, Olive Oil","226g, 65g, 68g, 77g, 23g, 9g","Thoroughly cook the Beef Lean in a pan until fully cooked through. | Prepare the Pumpkin Puree by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Zucchini, Carrots, Celery) so they are easily digestible. | Mix the cooked Beef Lean, Pumpkin Puree, and vegetables together in a large bowl. | Drizzle with Olive Oil and let the mixture cool completely before serving.",151,13.1,9.3,3.1,"Vitamin D3, Folic Acid","Phosphorus, Calcium",30 mins,Easy,"Puppy/Kitten, Digestive Health","Puppy/Kitten Support, Digestive Health Support",https://pawfeed.ai/recipes/dog-premium-beef-lean-and-pumpkin-puree-bite-sized-dinner
DOG_055,Fresh & Healthy Cod Fillet & Brown Rice Loaf,Dog,Senior,"Cod Fillet, Brown Rice, Broccoli, Green Beans, Peas, Flaxseed Oil","202g, 65g, 66g, 38g, 73g, 11g","Thoroughly cook the Cod Fillet in a pan until fully cooked through. | Prepare the Brown Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Broccoli, Green Beans, Peas) so they are easily digestible. | Mix the cooked Cod Fillet, Brown Rice, and vegetables together in a large bowl. | Drizzle with Flaxseed Oil and let the mixture cool completely before serving.",94,9.8,3.0,7.1,"Niacin, Riboflavin, Vitamin E, Vitamin A","Selenium, Calcium, Phosphorus, Potassium",30 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/dog-fresh-and-healthy-cod-fillet-and-brown-rice-loaf
DOG_056,Slow-Cooked Turkey Breast & Barley Bake,Dog,Adult,"Turkey Breast, Barley, Spinach, Broccoli, Carrots, Salmon Oil","103g, 60g, 72g, 24g, 62g, 14g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the Barley by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Spinach, Broccoli, Carrots) so they are easily digestible. | Mix the cooked Turkey Breast, Barley, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",157,12.5,5.2,16.1,"Vitamin A, Riboflavin, Vitamin B12, Folic Acid","Zinc, Magnesium, Potassium, Copper",25 mins,Medium,"Joint Health, Skin & Coat","Joint Health Support, Skin & Coat Support",https://pawfeed.ai/recipes/dog-slow-cooked-turkey-breast-and-barley-bake
DOG_057,Wholesome Turkey Breast & White Rice Bowl,Dog,Adult,"Turkey Breast, White Rice, Green Beans, Carrots, Peas, Salmon Oil","144g, 60g, 31g, 77g, 40g, 7g","Thoroughly cook the Turkey Breast in a pan until fully cooked through. | Prepare the White Rice by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Green Beans, Carrots, Peas) so they are easily digestible. | Mix the cooked Turkey Breast, White Rice, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",114,13.4,2.7,8.9,"Vitamin B12, Thiamine, Folic Acid","Magnesium, Selenium, Copper, Zinc",25 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/dog-wholesome-turkey-breast-and-white-rice-bowl
DOG_058,Nutrient-Rich Lamb Lean & Potato Stew,Dog,Adult,"Lamb Lean, Potato, Carrots, Peas, Celery, Salmon Oil","192g, 147g, 53g, 69g, 38g, 13g","Thoroughly cook the Lamb Lean in a pan until fully cooked through. | Prepare the Potato by boiling or steaming according to standard cooking guidelines. | Steam or finely chop the vegetables (Carrots, Peas, Celery) so they are easily digestible. | Mix the cooked Lamb Lean, Potato, and vegetables together in a large bowl. | Drizzle with Salmon Oil and let the mixture cool completely before serving.",170,10.8,10.5,8.0,"Vitamin C, Thiamine, Vitamin D3","Copper, Zinc, Magnesium",30 mins,Easy,"Joint Health, Senior Pet","Joint Health Support, Senior Pet Support",https://pawfeed.ai/recipes/dog-nutrient-rich-lamb-lean-and-potato-stew
